date,sku,asin,product,category,units,listing_price,clf,oiv,customer_price
2026-03-19,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,2,1610.0,282.0,1892.0,1481.0
2026-03-19,SC-F-PROT-S-72x36,B0822W49Z9,Protector,Bedding,1,595.0,141.0,736.0,595.0
2026-03-19,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,4,6749.0,844.0,7593.0,6505.0
2026-03-19,SC-F-SMFPILWSET1-BAM-S-22x14,B0F1Y416FR,Small Memory Foam Pillow,Pillows,1,851.0,148.0,999.0,851.0
2026-03-19,SC-F-STDMPILWCS-C-52x20,B0DDCQVPLC,Sateen Pillow Case,Bedding,1,563.0,162.0,725.0,563.0
2026-03-19,SC-F-ULTM-LATEX-K-75x72x8,B0D58LV9HN,Ultima Latex Mattress,Mattress,1,30077.0,1430.0,31507.0,27447.0
2026-03-19,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,6,5142.0,888.0,6030.0,5049.0
2026-03-19,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,5,4446.0,1055.0,5501.0,4446.0
2026-03-19,SC-ULTM-K-78x72x8,B09XGRWRST,Ultima Mattress,Mattress,2,43930.0,2860.0,46790.0,42094.0
2026-03-19,SC-ULTM-Q-78x60x8,B09XGNTMB7,Ultima Mattress,Mattress,1,19277.0,1430.0,20707.0,17652.0
2026-03-19,SC72726,B077QJVWBR,Original Mattress,Mattress,1,13624.0,1230.0,14854.0,13186.0
2026-03-19,SC78606,B0732WFNVL,Original Mattress,Mattress,1,12163.0,950.0,13113.0,11507.0
2026-03-19,SC78726,B0732Y4N37,Original Mattress,Mattress,1,13961.0,1230.0,15191.0,13215.0
2026-03-19,SCP72368,B07PXG7NPX,Original Mattress,Mattress,1,8593.0,950.0,9543.0,8593.0
2026-03-19,SCP72488,B07PVC8NR5,Original Mattress,Mattress,1,10802.0,950.0,11752.0,10483.0
2026-03-19,SCP78728,B07JM7GQG4,Original Mattress,Mattress,2,31898.0,2460.0,34358.0,30082.0
2026-03-19,SCPROK78x72,B0822WWZRV,Protector,Bedding,5,4219.0,955.0,5174.0,3910.0
2026-03-20,SC-F-4TFOLD-BL-72X48,B0FHF65C2R,Tri-fold Mattress,Mattress,1,5347.0,810.0,6157.0,4509.0
2026-03-20,SC-F-75x36x10,B09BFD48NW,Original Mattress,Mattress,1,9992.0,0.0,9992.0,9663.0
2026-03-20,SC-F-HYB-LATEX-D-78x48x6,B09XGGGFCX,Hybrid Latex Mattress,Mattress,1,11392.0,950.0,12342.0,11021.0
2026-03-20,SC-F-HYB-LATEX-K-72x70x8,B0F2TJJVDM,Hybrid Latex Mattress,Mattress,1,18077.0,1430.0,19507.0,17122.0
2026-03-20,SC-F-HYB-LATEX-K-72x72x6,B09XGDZQPC,Hybrid Latex Mattress,Mattress,1,15063.0,1230.0,16293.0,14690.0
2026-03-20,SC-F-HYB-LATEX-K-72x72x8,B09XFMGSKV,Hybrid Latex Mattress,Mattress,2,35602.0,2860.0,38462.0,33480.0
2026-03-20,SC-F-HYB-LATEX-K-75x72x8,B09XFL1FR1,Hybrid Latex Mattress,Mattress,1,18265.0,1430.0,19695.0,16544.0
2026-03-20,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,1,18769.0,1430.0,20199.0,16821.0
2026-03-20,SC-F-HYB-LATEX-Q-78x60x8,B09XFL1H1T,Hybrid Latex Mattress,Mattress,2,31392.0,2460.0,33852.0,29724.0
2026-03-20,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,3,2121.0,444.0,2565.0,2121.0
2026-03-20,SC-F-LTX-ORTHO-K-78x72x5,B0G7JCBDJJ,Latex Ortho Mattress,Mattress,1,13379.0,950.0,14329.0,13379.0
2026-03-20,SC-F-LTX-ORTHO-Q-75X60X6,B0G3BY4SK8,Latex Ortho Mattress,Mattress,1,13007.0,950.0,13957.0,13007.0
2026-03-20,SC-F-LTX-ORTHO-S-72x30x5,B0G7JKNNVR,Latex Ortho Mattress,Mattress,1,6172.0,810.0,6982.0,6172.0
2026-03-20,SC-F-ORIG-K-72x70x6,B0F2TGN1KQ,Original Mattress,Mattress,1,13637.0,1230.0,14867.0,11110.0
2026-03-20,SC-F-PKCOMF-D-90x100,B09BYWZCXM,Reversible Comforter,Bedding,1,1776.0,330.0,2106.0,1776.0
2026-03-20,SC-F-PROT-K-72x72,B0822WG76C,Protector,Bedding,3,2539.0,573.0,3112.0,2463.0
2026-03-20,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,1,805.0,141.0,946.0,729.0
2026-03-20,SC-F-PROT-Q-78x66,B0822XLRG1,Protector,Bedding,1,862.0,141.0,1003.0,819.0
2026-03-20,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,2,3329.0,422.0,3751.0,3250.0
2026-03-20,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,8,13466.0,1688.0,15154.0,13074.0
2026-03-20,SC-F-TBLPILWCS-S-28x18,B0CWLCGJDC,Cotton Pillow Case,Bedding,2,822.0,288.0,1110.0,822.0
2026-03-20,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,3,2686.0,633.0,3319.0,2686.0
2026-03-20,SC72486,B077Q9YRMY,Original Mattress,Mattress,1,9425.0,950.0,10375.0,9113.0
2026-03-20,SC78606,B0732WFNVL,Original Mattress,Mattress,1,12179.0,950.0,13129.0,11785.0
2026-03-20,SC78726,B0732Y4N37,Original Mattress,Mattress,1,13961.0,1230.0,15191.0,13513.0
2026-03-20,SCP72488,B07PVC8NR5,Original Mattress,Mattress,1,10802.0,950.0,11752.0,10540.0
2026-03-20,SCP72608,B07MHZTP8Q,Original Mattress,Mattress,1,13232.0,1230.0,14462.0,12806.0
2026-03-20,SCP72728,B07M72KSRM,Original Mattress,Mattress,1,15301.0,1230.0,16531.0,14853.0
2026-03-20,SCP75488,B07NLFVP6H,Original Mattress,Mattress,2,22242.0,1900.0,24142.0,21516.0
2026-03-20,SCP75608,B07MBSJ553,Original Mattress,Mattress,1,13637.0,1230.0,14867.0,13199.0
2026-03-20,SCP75728,B07MHZVDNP,Original Mattress,Mattress,1,15706.0,1230.0,16936.0,15198.0
2026-03-20,SCP78608,B07JN4C3NB,Original Mattress,Mattress,1,14042.0,1230.0,15272.0,12865.0
2026-03-20,SCP78728,B07JM7GQG4,Original Mattress,Mattress,3,47827.0,3690.0,51517.0,46279.0
2026-03-20,SCPROK78x72,B0822WWZRV,Protector,Bedding,7,5930.0,1337.0,7267.0,5854.0
2026-03-21,SC-F-4TFOLD-BL-72X36,B0FHF2DKQZ,Tri-fold Mattress,Mattress,1,4269.0,810.0,5079.0,4116.0
2026-03-21,SC-F-4TFOLD-BL-72X48,B0FHF65C2R,Tri-fold Mattress,Mattress,2,10387.0,1620.0,12007.0,10249.0
2026-03-21,SC-F-CLD-SPR-K-72x72x8,B0DGTCVYJZ,Cloud Spring Mattress,Mattress,1,25577.0,1430.0,27007.0,24767.0
2026-03-21,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,1,1601.0,211.0,1812.0,1601.0
2026-03-21,SC-F-DGRPILWCS-S-28x18,B0CWL2NG34,Cotton Pillow Case,Bedding,2,803.0,270.0,1073.0,803.0
2026-03-21,SC-F-HYB-LATEX-D-72x48x6,B09XFLYZ66,Hybrid Latex Mattress,Mattress,3,32111.0,2850.0,34961.0,30211.0
2026-03-21,SC-F-HYB-LATEX-D-72x48x8,B09XGGGNN9,Hybrid Latex Mattress,Mattress,1,12665.0,950.0,13615.0,11992.0
2026-03-21,SC-F-HYB-LATEX-D-78x48x6,B09XGGGFCX,Hybrid Latex Mattress,Mattress,1,11366.0,950.0,12316.0,10995.0
2026-03-21,SC-F-HYB-LATEX-K-75x70x8,B0F2THYW5S,Hybrid Latex Mattress,Mattress,1,18097.0,0.0,18097.0,17142.0
2026-03-21,SC-F-HYB-LATEX-K-78x72x6,B09XFKM8V6,Hybrid Latex Mattress,Mattress,1,16165.0,1230.0,17395.0,15305.0
2026-03-21,SC-F-HYB-LATEX-Q-72x60x8,B09XFN2QX3,Hybrid Latex Mattress,Mattress,1,15073.0,1230.0,16303.0,14584.0
2026-03-21,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,1,665.0,148.0,813.0,665.0
2026-03-21,SC-F-ORIG-K-72x70x6,B0F2TGN1KQ,Original Mattress,Mattress,1,13637.0,1230.0,14867.0,13199.0
2026-03-21,SC-F-ORIG-K-72x72x5,B0G25736BD,Original Mattress,Mattress,1,12212.0,950.0,13162.0,12212.0
2026-03-21,SC-F-ORIG-K-78x72x4,B0G722YTNC,Original Mattress,Mattress,1,10778.0,950.0,11728.0,10543.0
2026-03-21,SC-F-ORIG-K-78x72x5,B0G254DYHG,Original Mattress,Mattress,1,13005.0,950.0,13955.0,12726.0
2026-03-21,SC-F-ORIG-Q-72x60x5,B0G25BHBT6,Original Mattress,Mattress,1,10282.0,950.0,11232.0,9568.0
2026-03-21,SC-F-ORIG-Q-75x60x5,B0G256HLCB,Original Mattress,Mattress,1,10867.0,950.0,11817.0,10630.0
2026-03-21,SC-F-PKCOMF-D-90x100,B09BYWZCXM,Reversible Comforter,Bedding,1,1724.0,330.0,2054.0,1724.0
2026-03-21,SC-F-PROT-K-72x72,B0822WG76C,Protector,Bedding,1,852.0,191.0,1043.0,852.0
2026-03-21,SC-F-PROT-Q-72x60,B0822X8LZY,Protector,Bedding,1,780.0,141.0,921.0,780.0
2026-03-21,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,1,805.0,141.0,946.0,805.0
2026-03-21,SC-F-PROT-S-72x36,B0822W49Z9,Protector,Bedding,1,615.0,141.0,756.0,615.0
2026-03-21,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,2,3353.0,422.0,3775.0,3353.0
2026-03-21,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,7,11848.0,1477.0,13325.0,11848.0
2026-03-21,SC-F-S4MFPILW-26x16x4,B08R8DQ3T4,Memory Foam Pillow,Pillows,1,3596.0,211.0,3807.0,3596.0
2026-03-21,SC-F-SMFPILWSET1-BAM-S-22x14,B0F1Y416FR,Small Memory Foam Pillow,Pillows,3,4260.0,444.0,4704.0,4260.0
2026-03-21,SC-F-TBLFTDSHEET-Q-78x60,B0BF52YTSD,Cotton Fitted Bedsheet,Bedding,1,1438.0,0.0,1438.0,1438.0
2026-03-21,SC-FK-PBC-BLACK,B0GLG771PX,Mobility,Mobility,1,1357.0,250.0,1607.0,1357.0
2026-03-21,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,4,3378.0,592.0,3970.0,3378.0
2026-03-21,SC-PETBEDORIG-M.Red-L-46x32,B09XXW4L26,Pet Bed,Beds,1,1444.0,352.0,1796.0,1444.0
2026-03-21,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,6,5316.0,1266.0,6582.0,5316.0
2026-03-21,SC-ULTM-K-78x72x8,B09XGRWRST,Ultima Mattress,Mattress,1,21916.0,1430.0,23346.0,21214.0
2026-03-21,SC-ULTM-Q-72x60x10,B09XGTCS7M,Ultima Mattress,Mattress,1,21977.0,1430.0,23407.0,21275.0
2026-03-21,SC72726,B077QJVWBR,Original Mattress,Mattress,2,27274.0,2460.0,29734.0,26115.0
2026-03-21,SC75486,B077Q8RLCP,Original Mattress,Mattress,2,19174.0,1900.0,21074.0,18623.0
2026-03-21,SC78726,B0732Y4N37,Original Mattress,Mattress,1,13961.0,1230.0,15191.0,13513.0
2026-03-21,SCP72608,B07MHZTP8Q,Original Mattress,Mattress,1,13232.0,1230.0,14462.0,12847.0
2026-03-21,SCP72728,B07M72KSRM,Original Mattress,Mattress,1,15301.0,1230.0,16531.0,14484.0
2026-03-21,SCPROD75x48,B0822XBCF1,Protector,Bedding,1,710.0,141.0,851.0,710.0
2026-03-21,SCPROK78x72,B0822WWZRV,Protector,Bedding,9,9164.0,1719.0,10883.0,9164.0
2026-03-22,SC-F-72x36x10,B09BFCJDVZ,Original Mattress,Mattress,1,9587.0,0.0,9587.0,9066.0
2026-03-22,SC-F-BDPILW19x50,B08KS2YSFR,Cuddle Pillow,Pillows,1,1495.0,211.0,1706.0,1495.0
2026-03-22,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,4,10176.0,844.0,11020.0,10176.0
2026-03-22,SC-F-HYB-LATEX-K-75x70x8,B0F2THYW5S,Hybrid Latex Mattress,Mattress,1,18097.0,0.0,18097.0,17089.0
2026-03-22,SC-F-HYB-LATEX-K-75x72x6,B09XFLVCHN,Hybrid Latex Mattress,Mattress,1,15577.0,1230.0,16807.0,14911.0
2026-03-22,SC-F-HYB-LATEX-K-78x72x6,B09XFKM8V6,Hybrid Latex Mattress,Mattress,1,16165.0,1230.0,17395.0,15643.0
2026-03-22,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,1,18769.0,1430.0,20199.0,18169.0
2026-03-22,SC-F-HYB-LATEX-Q-72x60x6,B09XGNVN9N,Hybrid Latex Mattress,Mattress,1,13337.0,1230.0,14567.0,12631.0
2026-03-22,SC-F-HYB-LATEX-Q-75x60x8,B09XFRNJCD,Hybrid Latex Mattress,Mattress,1,15309.0,1230.0,16539.0,14652.0
2026-03-22,SC-F-HYBPILWSET2-S-26x16,B09XF52Y5P,Hybrid Pillow,Pillows,1,3296.0,211.0,3507.0,3296.0
2026-03-22,SC-F-LITEPILWPSET2-S-27X17,B0CV17V482,Fiber Lite,Pillows,1,692.0,148.0,840.0,692.0
2026-03-22,SC-F-LTX-ORTHO-D-75X48X6,B0G3CLHBKX,Latex Ortho Mattress,Mattress,1,10496.0,950.0,11446.0,10496.0
2026-03-22,SC-F-ORIG-D-75x48x10,B0BB7KQVR2,Original Mattress,Mattress,1,12746.0,0.0,12746.0,12069.0
2026-03-22,SC-F-ORIG-Q-72x60x4,B0G71QJRXS,Original Mattress,Mattress,2,16506.0,1620.0,18126.0,14458.0
2026-03-22,SC-F-ORIG-Q-72x60x5,B0G25BHBT6,Original Mattress,Mattress,1,10268.0,950.0,11218.0,10268.0
2026-03-22,SC-F-ORIG-S-72x36x4,B0G71BGCB3,Original Mattress,Mattress,3,16740.0,2430.0,19170.0,16207.0
2026-03-22,SC-F-PKCOMF-D-90x100,B09BYWZCXM,Reversible Comforter,Bedding,1,1776.0,330.0,2106.0,1776.0
2026-03-22,SC-F-PROT-K-72x72,B0822WG76C,Protector,Bedding,1,809.0,191.0,1000.0,733.0
2026-03-22,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,3,3925.0,423.0,4348.0,3552.0
2026-03-22,SC-F-PROT-S-72x36,B0822W49Z9,Protector,Bedding,1,615.0,141.0,756.0,615.0
2026-03-22,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,1,1696.0,211.0,1907.0,1696.0
2026-03-22,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,5,8421.0,1055.0,9476.0,8421.0
2026-03-22,SC-F-S4CLPILW27x18,B08R8GN8KH,Cloud Pillow,Pillows,1,3596.0,211.0,3807.0,3596.0
2026-03-22,SC-F-SMFPILWSET1-BAM-S-22x14,B0F1Y416FR,Small Memory Foam Pillow,Pillows,2,3428.0,296.0,3724.0,3428.0
2026-03-22,SC-F-STD-LTX-BAM-24x16,B0F2SWXPMT,Standard Latex Pillow,Pillows,1,2127.0,211.0,2338.0,2127.0
2026-03-22,SC-F-ULTM-LATEX-K-78x72x8,B0D58NBSN9,Ultima Latex Mattress,Mattress,1,30007.0,1430.0,31437.0,30007.0
2026-03-22,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,6,5017.0,888.0,5905.0,5017.0
2026-03-22,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,6,5272.0,1266.0,6538.0,5272.0
2026-03-22,SC-ULTM-Q-72x60x10,B09XGTCS7M,Ultima Mattress,Mattress,1,21977.0,1430.0,23407.0,21275.0
2026-03-22,SC72366,B078BRGTDM,Original Mattress,Mattress,1,7621.0,810.0,8431.0,7368.0
2026-03-22,SC72486,B077Q9YRMY,Original Mattress,Mattress,2,18830.0,1900.0,20730.0,18317.0
2026-03-22,SC72606,B078BNQ7M4,Original Mattress,Mattress,1,11759.0,950.0,12709.0,11377.0
2026-03-22,SC75726,B0732TFNYC,Original Mattress,Mattress,1,13799.0,1230.0,15029.0,13504.0
2026-03-22,SC78606,B0732WFNVL,Original Mattress,Mattress,2,24357.0,1900.0,26257.0,23607.0
2026-03-22,SCP72608,B07MHZTP8Q,Original Mattress,Mattress,2,26464.0,2460.0,28924.0,25612.0
2026-03-22,SCP75488,B07NLFVP6H,Original Mattress,Mattress,1,11126.0,950.0,12076.0,10798.0
2026-03-22,SCP75608,B07MBSJ553,Original Mattress,Mattress,2,27197.0,2460.0,29657.0,26149.0
2026-03-22,SCP75728,B07MHZVDNP,Original Mattress,Mattress,2,31386.0,2460.0,33846.0,29457.0
2026-03-22,SCP78608,B07JN4C3NB,Original Mattress,Mattress,2,28084.0,2460.0,30544.0,27184.0
2026-03-22,SCP78728,B07JM7GQG4,Original Mattress,Mattress,2,31892.0,2460.0,34352.0,30527.0
2026-03-22,SCPROK78x72,B0822WWZRV,Protector,Bedding,8,6816.0,1528.0,8344.0,6087.0
2026-03-23,SC-F-4TFOLD-BL-72X48,B0FHF65C2R,Tri-fold Mattress,Mattress,1,5347.0,810.0,6157.0,5172.0
2026-03-23,SC-F-75x72x10,B09BFC4KSB,Original Mattress,Mattress,1,17893.0,1430.0,19323.0,17893.0
2026-03-23,SC-F-COMF90x60,B08KTCLX7R,Reversible Comforter,Bedding,1,1331.0,250.0,1581.0,1331.0
2026-03-23,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,3,5088.0,633.0,5721.0,5088.0
2026-03-23,SC-F-HYB-LATEX-D-72x48x6,B09XFLYZ66,Hybrid Latex Mattress,Mattress,2,19490.0,1900.0,21390.0,18374.0
2026-03-23,SC-F-HYB-LATEX-K-72x70x8,B0F2TJJVDM,Hybrid Latex Mattress,Mattress,1,18097.0,1430.0,19527.0,15003.0
2026-03-23,SC-F-HYB-LATEX-K-75x72x8,B09XFL1FR1,Hybrid Latex Mattress,Mattress,1,18251.0,1430.0,19681.0,17666.0
2026-03-23,SC-F-HYB-LATEX-Q-78x60x6,B09XGPZKTZ,Hybrid Latex Mattress,Mattress,1,14009.0,1230.0,15239.0,13560.0
2026-03-23,SC-F-HYBPILWSET2-S-26x16,B09XF52Y5P,Hybrid Pillow,Pillows,1,3296.0,211.0,3507.0,3296.0
2026-03-23,SC-F-MBJRFTDSHEET-D-72x48,B0CZLJSYJQ,Jersey Fitted Bed sheet,Bedding,1,1480.0,0.0,1480.0,1480.0
2026-03-23,SC-F-ORIG-D-72x48x10,B0BB7KCGYN,Original Mattress,Mattress,1,12488.0,950.0,13438.0,12219.0
2026-03-23,SC-F-ORIG-K-72x70x6,B0F2TGN1KQ,Original Mattress,Mattress,1,13637.0,1230.0,14867.0,13199.0
2026-03-23,SC-F-ORIG-K-72x72x5,B0G25736BD,Original Mattress,Mattress,1,12200.0,950.0,13150.0,11937.0
2026-03-23,SC-F-ORIG-K-78x70x8,B0F2TJSCL8,Original Mattress,Mattress,1,15949.0,0.0,15949.0,15433.0
2026-03-23,SC-F-ORIG-K-78x72x5,B0G254DYHG,Original Mattress,Mattress,2,26010.0,1900.0,27910.0,23491.0
2026-03-23,SC-F-ORIG-Q-72x60x5,B0G25BHBT6,Original Mattress,Mattress,1,10283.0,950.0,11233.0,9160.0
2026-03-23,SC-F-ORIG-Q-75x60x5,B0G256HLCB,Original Mattress,Mattress,1,10867.0,950.0,11817.0,10318.0
2026-03-23,SC-F-ORIG-Q-78x60x5,B0G2569T27,Original Mattress,Mattress,1,11042.0,950.0,11992.0,11042.0
2026-03-23,SC-F-ORIG-S-78x30x5,B0G256HLCC,Original Mattress,Mattress,1,6844.0,0.0,6844.0,6844.0
2026-03-23,SC-F-PROT-K-72x72,B0822WG76C,Protector,Bedding,2,1704.0,382.0,2086.0,1704.0
2026-03-23,SC-F-PROT-Q-72x60,B0822X8LZY,Protector,Bedding,1,805.0,141.0,946.0,736.0
2026-03-23,SC-F-PROT-Q-78x66,B0822XLRG1,Protector,Bedding,1,862.0,141.0,1003.0,862.0
2026-03-23,SC-F-PROT-S-72x36,B0822W49Z9,Protector,Bedding,1,615.0,141.0,756.0,615.0
2026-03-23,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,3,5062.0,633.0,5695.0,5062.0
2026-03-23,SC-F-S4MFPILW-26x16x4,B08R8DQ3T4,Memory Foam Pillow,Pillows,2,7192.0,422.0,7614.0,7192.0
2026-03-23,SC-F-SLMPILWSET2-S-26x16,B09XBNLXW7,Slim Pillow,Pillows,3,7980.0,633.0,8613.0,7980.0
2026-03-23,SC-F-ULTM-LATEX-K-78x72x10,B0D58MW6Z4,Ultima Latex Mattress,Mattress,1,33677.0,1430.0,35107.0,32224.0
2026-03-23,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,2,1664.0,296.0,1960.0,1664.0
2026-03-23,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,2,1737.0,422.0,2159.0,1737.0
2026-03-23,SC72366,B078BRGTDM,Original Mattress,Mattress,1,7621.0,810.0,8431.0,7621.0
2026-03-23,SC72606,B078BNQ7M4,Original Mattress,Mattress,1,11774.0,950.0,12724.0,11392.0
2026-03-23,SC72726,B077QJVWBR,Original Mattress,Mattress,2,27274.0,2460.0,29734.0,25266.0
2026-03-23,SC78666,B0732XD4WD,Original Mattress,Mattress,1,13774.0,0.0,13774.0,13331.0
2026-03-23,SC78726,B0732Y4N37,Original Mattress,Mattress,1,13953.0,1230.0,15183.0,13505.0
2026-03-23,SCP72488,B07PVC8NR5,Original Mattress,Mattress,1,10773.0,950.0,11723.0,10192.0
2026-03-23,SCP72608,B07MHZTP8Q,Original Mattress,Mattress,2,26464.0,2460.0,28924.0,25062.0
2026-03-23,SCP72728,B07M72KSRM,Original Mattress,Mattress,1,15301.0,1230.0,16531.0,15301.0
2026-03-23,SCP75488,B07NLFVP6H,Original Mattress,Mattress,1,11126.0,950.0,12076.0,10763.0
2026-03-23,SCP75728,B07MHZVDNP,Original Mattress,Mattress,1,15706.0,1230.0,16936.0,14869.0
2026-03-23,SCP78608,B07JN4C3NB,Original Mattress,Mattress,1,14042.0,1230.0,15272.0,12543.0
2026-03-23,SCP78728,B07JM7GQG4,Original Mattress,Mattress,2,31898.0,2460.0,34358.0,30915.0
2026-03-23,SCPROK78x72,B0822WWZRV,Protector,Bedding,7,5892.0,1337.0,7229.0,5742.0
2026-03-24,SC-BABY48244,B07Y37P1T3,Baby Mattress,Mattress,1,1780.0,457.0,2237.0,1743.0
2026-03-24,SC-F-4TFOLD-BL-72X36,B0FHF2DKQZ,Tri-fold Mattress,Mattress,1,4269.0,810.0,5079.0,4123.0
2026-03-24,SC-F-CLPILW27x18,B08KT1QRHJ,Cloud Pillow,Pillows,1,850.0,148.0,998.0,850.0
2026-03-24,SC-F-COMF90x100,B08KTCGSQW,Reversible Comforter,Bedding,1,1748.0,330.0,2078.0,1748.0
2026-03-24,SC-F-CON-MFPILWS2-BAM-24x14,B09XFG77VR,Contour Bamboo MF Pillow,Pillows,2,3392.0,422.0,3814.0,3392.0
2026-03-24,SC-F-HYB-LATEX-D-72x48x6,B09XFLYZ66,Hybrid Latex Mattress,Mattress,1,10733.0,950.0,11683.0,10382.0
2026-03-24,SC-F-HYB-LATEX-K-72x72x6,B09XGDZQPC,Hybrid Latex Mattress,Mattress,1,15073.0,1230.0,16303.0,14584.0
2026-03-24,SC-F-HYB-LATEX-K-72x72x8,B09XFMGSKV,Hybrid Latex Mattress,Mattress,1,17845.0,1430.0,19275.0,17272.0
2026-03-24,SC-F-HYB-LATEX-K-75x72x8,B09XFL1FR1,Hybrid Latex Mattress,Mattress,2,36483.0,2860.0,39343.0,35243.0
2026-03-24,SC-F-HYB-LATEX-K-78x72x8,B09XGCSRXY,Hybrid Latex Mattress,Mattress,2,37503.0,2860.0,40363.0,36303.0
2026-03-24,SC-F-HYB-LATEX-Q-72x60x6,B09XGNVN9N,Hybrid Latex Mattress,Mattress,2,26586.0,2460.0,29046.0,25451.0
2026-03-24,SC-F-HYB-LATEX-Q-78x60x8,B09XFL1H1T,Hybrid Latex Mattress,Mattress,1,15686.0,1230.0,16916.0,15176.0
2026-03-24,SC-F-HYB-LATEX-S-75x36x6,B09XFLCPM3,Hybrid Latex Mattress,Mattress,1,8857.0,950.0,9807.0,8595.0
2026-03-24,SC-F-LTX-ORTHO-S-72X30X8,B0G3BW8QFQ,Latex Ortho Mattress,Mattress,1,7753.0,810.0,8563.0,7581.0
2026-03-24,SC-F-ORIG-K-72x72x5,B0G25736BD,Original Mattress,Mattress,1,12212.0,950.0,13162.0,11963.0
2026-03-24,SC-F-ORIG-K-78x70x8,B0F2TJSCL8,Original Mattress,Mattress,1,15949.0,0.0,15949.0,13700.0
2026-03-24,SC-F-ORIG-K-78x72x4,B0G722YTNC,Original Mattress,Mattress,1,10753.0,950.0,11703.0,10753.0
2026-03-24,SC-F-ORIG-K-84x72x6,B0BB72TBNX,Original Mattress,Mattress,1,14167.0,1230.0,15397.0,13749.0
2026-03-24,SC-F-ORIG-Q-75x66x8,B0BB7KL7T9,Original Mattress,Mattress,1,14977.0,0.0,14977.0,14491.0
2026-03-24,SC-F-ORIG-Q-78x60x5,B0G2569T27,Original Mattress,Mattress,1,11086.0,950.0,12036.0,10718.0
2026-03-24,SC-F-PROT-Q-72x66,B0822VBPYC,Protector,Bedding,1,854.0,141.0,995.0,854.0
2026-03-24,SC-F-PROT-Q-78x60,B0822WJWGS,Protector,Bedding,1,760.0,141.0,901.0,760.0
2026-03-24,SC-F-PROT-Q-78x66,B0822XLRG1,Protector,Bedding,2,1724.0,282.0,2006.0,1724.0
2026-03-24,SC-F-PRPNPILWCS-S-28x18,B0CWL52SCG,Cotton Pillow Case,Bedding,1,397.0,153.0,550.0,397.0
2026-03-24,SC-F-S2CLPILW27x18,B08R7MX63N,Cloud Pillow,Pillows,1,1671.0,211.0,1882.0,1671.0
2026-03-24,SC-F-S2MFPILW-26x16x4,B08R8DC5BB,Memory Foam Pillow,Pillows,1,1696.0,211.0,1907.0,1696.0
2026-03-24,SC-F-SLMPILWSET2-S-26x16,B09XBNLXW7,Slim Pillow,Pillows,1,1596.0,211.0,1807.0,1596.0
2026-03-24,SC-MFPILW-BAM-C-25x16,B09XFF5LPL,Contour Bamboo MF Pillow,Pillows,5,4235.0,740.0,4975.0,4235.0
2026-03-24,SC-PETBEDORIG-M.Red-M-36x26,B0FSSV6NDR,Pet Bed,Beds,1,1043.0,352.0,1395.0,1016.0
2026-03-24,SC-PILLOW,B0822SXQGH,Memory Foam Pillow,Pillows,1,896.0,211.0,1107.0,896.0
2026-03-24,SC72486,B077Q9YRMY,Original Mattress,Mattress,1,9425.0,950.0,10375.0,9113.0
2026-03-24,SC75606,B0732TMKP8,Original Mattress,Mattress,1,11995.0,950.0,12945.0,11338.0
